30000 30000
17115 25318 11747
7616 12189 22319
25766 13349 4041
1734 18029 29060
2879 5684 25719
27583 7122 25608
26663 26516 12440
29756 4034 1456
6508 26465 14543
24308 25510 9885
18041 20655 22621
15080 22068 3206
23559 24856 15212
17003 6727 11682
29687 12403 25850
24 12553 15576
20004 26804 5771
7127 2155 18789
20359 12337 17523
16115 3557 8388
19282 24673 26637
19579 21250 26672
3134 10852 23609
291 18004 8178
10837 10688 22464
4712 18609 15629
21205 19330 4295
1451 4770 5737
20093 8387 13630
11569 24981 2127
22506 21355 5501
8167 14971 14849
2046 7551 12983
23550 23934 3923
8618 26237 22217
26639 26420 15524
24034 3575 17496
7100 3863 1110
20197 16084 861
20038 11365 21293
12944 18030 5238
26155 15091 20315
20349 7501 6569
26201 24670 3530
21213 28906 2811
23394 21229 13011
24976 17016 26894
2758 11724 13722
22777 21249 3058
13982 5939 29375
27113 9049 25619
1626 8560 4243
27072 6246 27143
13997 9259 16754
14341 29636 24556
16704 2447 17739
11545 3200 16226
27954 11126 4630
24755 5218 19861
25016 6530 26033
18762 1071 8263
3995 17004 12999
29760 16074 17103
17131 5883 3972
16303 1535 1252
15867 7642 26326
13762 29563 2359
8860 3863 28628
20916 29398 4467
13651 14441 15373
11827 4850 10161
4801 20995 15070
19404 29558 8442
11727 18239 3401
2938 22109 10894
7141 2998 13118
21411 10406 20600
19643 12980 11172
26619 9316 8127
6942 17085 2007
28694 10046 21067
24458 9676 14470
9374 19938 13255
6825 2838 28489
11707 23258 9484
9425 699 16383
25190 19252 28044
21204 19161 27677
28131 12725 18529
27385 7574 11653
1469 28447 18932
12882 1681 15563
2621 17544 17069
8229 2159 28998
25589 447 4733
5679 10866 10440
936 9708 12190
11427 15156 20126
9837 1471 4419
27755 29753 6000
22316 23046 245
18098 29618 917
27220 12324 10827
24039 10430 795
29948 17082 3046
9126 19196 6630
23742 24200 12173
11698 2657 15742
4761 28414 15019
21617 25692 1002
22118 1748 17805
28652 11302 18794
19579 6784 21659
25840 21127 22714
2166 1954 29683
14171 24344 15381
14573 22950 25540
2669 26113 6472
9079 1859 7890
27130 3090 13721
16378 26452 26609
7253 15103 21672
21285 6269 6311
12215 2929 28291
24717 4759 25812
14383 6441 2189
13221 15121 9787
15519 23559 17932
10801 25637 7405
27319 10720 29729
10044 10369 25697
1102 1273 29052
29116 12018 13956
24657 12046 13314
25361 13273 1928
14317 27794 6321
6725 15146 11353
19963 20184 15611
3249 25458 16343
438 10317 22828
13395 20175 11314
15978 18790 7985
28274 24146 7533
8786 19841 17657
21199 19592 28476
5238 19636 14094
19217 1702 21742
21623 1359 17180
13823 2169 17194
2421 14237 29289
295 4394 21374
22946 28474 3928
11736 4536 28919
21035 10616 22152
5329 10091 21360
10432 1860 5422
23074 24828 22850
7788 319 11154
29784 18885 2951
21617 7157 10764
4334 20990 14341
15825 11250 19640
7753 4070 17499
26432 16774 5820
16671 12940 19820
9885 6797 7211
19868 1579 28271
3343 18514 13635
14195 26542 12607
5572 25476 6178
6506 20097 20227
14879 22492 14018
1878 4654 16614
14016 5724 16883
21803 14728 18345
12586 23658 15045
2119 25134 12737
20510 254 8481
28418 25706 5014
15134 14215 3085
27090 22542 20363
3677 12888 4666
25822 25980 17738
18465 11521 7444
25456 28570 17157
13267 14298 20591
1152 3788 3558
5011 13200 23174
14446 10477 16248
2007 3553 6926
23743 6690 6327
14418 26024 22060
10463 8410 1488
9129 2527 13505
28524 2497 9671
19066 28182 24418
21942 26820 10683
29182 2483 23641
13891 1330 12883
3832 29957 13819
15067 15485 28688
27887 27911 18861
17573 28719 16562
29861 23331 15921
4303 26261 12684
15792 9835 17563
502 5882 14593
18736 13120 24517
13103 15065 7186
8641 29900 8802
9336 11893 8701
12921 13439 15010
17116 15500 18419
27393 20669 3721
10751 1183 7240
1526 29484 29800
26761 15942 19696
23847 4919 24503
14568 12227 9148
17986 15017 15764
5355 27465 8342
6442 5941 5373
682 7806 2800
6497 10754 1424
6740 9072 6364
20332 20361 23203
4918 20633 16716
7673 7700 22938
19753 19204 29317
14298 21211 88
29101 9351 26276
28815 26275 2534
4256 12209 23527
23540 3564 28568
19413 8570 27619
22556 20998 14196
9863 7922 4222
22407 26685 9405
13787 19273 14947
5911 8451 22173
14529 16034 18553
5577 32 4620
15268 23465 13623
17966 5304 2357
1845 27129 18312
3809 26188 15177
20134 2882 11773
25311 22556 11470
19438 3212 15474
2232 19145 20336
8187 4231 4425
22014 19519 5272
14125 28691 13282
19521 8296 27000
23301 6594 18329
27278 6009 16918
3168 21185 10849
26331 24700 19433
16776 6834 20636
281 5889 4373
27706 25769 20184
15918 506 16740
20143 16948 7744
25477 23249 27116
4844 1334 10825
15894 15843 5646
20366 8687 4286
17034 15023 2835
23326 7491 21887
6016 11288 23933
13735 18381 29369
6013 15418 29717
8486 19929 242
22976 2380 10066
4412 27941 9041
14063 26275 20618
26804 25434 20683
20736 25254 2859
2891 27236 13207
25532 10705 20095
22503 5992 5478
11302 16642 25444
8138 1819 26174
28267 26118 22404
27400 14742 25107
18800 2843 18161
11404 8448 24130
24554 29899 14816
19447 20950 16796
1977 26353 12566
10498 438 9723
2056 3858 23580
24391 3161 9960
25338 22470 29649
26898 29934 23030
9324 29557 1980
4839 2641 3498
24823 18894 7189
19612 10279 14009
28108 24229 27261
5417 16116 25152
9112 10665 4778
1699 29471 16966
5931 27195 28507
14708 28526 3067
15625 24579 22968
24915 16718 11065
5286 27570 6943
12549 17197 21412
3531 9638 17442
29763 4368 21935
29145 21182 29341
3762 2425 13333
25906 27021 11197
29706 5336 27048
26332 16425 13459
13411 22302 16536
3464 11933 21937
16938 4777 9573
5503 1370 23042
13756 7712 1162
1023 21178 19274
8821 9604 24465
27659 3399 5442
8384 10712 13225
2266 5779 24
23621 5412 14753
20073 25603 9028
1944 24271 6825
26734 21356 23020
3598 7178 2766
20462 7245 434
23848 14720 24941
24610 25161 26719
16033 9059 20905
9999 20760 16950
23469 25036 28262
26560 14268 13061
9469 8982 14796
12152 28131 2940
427 19733 20353
25854 22021 3977
21116 22868 23861
3322 23268 22064
17290 17617 13292
26636 8638 24803
23779 14650 6182
13059 21321 18371
5382 10248 3716
3230 5380 22787
21261 21671 750
19055 8622 4644
11828 3637 8212
10771 27063 14936
14879 4564 1222
10499 13127 17047
8712 13194 26193
29789 27863 22720
13752 23187 1932
14050 28194 21518
8816 8339 819
27297 22730 8757
27766 22883 17041
8020 2327 29622
20670 1518 21061
18549 27311 19484
29292 27960 13073
16976 16740 5485
14550 17338 4175
8055 21899 20503
20633 798 21922
1937 29974 7588
21194 279 22670
26211 12790 1920
11914 21683 20337
27946 7036 10841
25095 24343 1580
12287 21823 5556
14036 28492 585
574 24864 15447
21506 14988 10545
14653 17938 21215
28822 9220 6512
20445 13090 3956
6678 26948 8277
13473 4530 22073
4272 13907 21362
26597 7496 25785
24068 14765 13691
9072 7349 14307
20126 25553 773
11636 10052 13522
28530 3914 10607
12024 27893 25632
12428 29074 9637
8984 23083 23221
26872 28502 13367
9526 6888 3022
14238 10721 29959
5930 8168 12063
28978 25679 13229
24821 4435 7116
7791 4475 17170
6372 9677 26692
16355 24703 24230
15769 9113 28938
7424 7954 25022
26904 690 3113
16662 19985 16238
17813 21846 20731
11891 2436 22551
5000 17535 10285
5582 12838 15611
8707 20036 27655
7509 16248 6627
1278 17781 6504
10774 21345 29232
25926 16553 16778
9838 7724 13384
15381 21942 10306
603 17886 29352
20854 27710 29937
14398 11407 10335
13913 18976 241
7252 23978 20969
76 1796 10059
15555 26002 22433
5699 25518 28754
29611 8987 29258
6568 3262 20155
1882 19004 11808
20354 16815 24126
9208 3381 4894
2226 25193 2800
18060 13558 21932
24544 27530 8747
5423 2887 7066
10703 539 3097
15905 17505 26335
3199 24671 25416
8802 6582 18483
14993 26309 29178
21088 27682 2710
9838 13492 20803
24380 13428 26610
5223 16685 20554
17088 21967 11679
17714 10476 11127
15282 15859 17526
22343 21616 16630
2451 2596 24735
6391 26550 23627
927 5527 16490
19893 22680 26868
26640 6167 19511
9504 24034 3603
13291 9206 25090
27667 14167 26951
26818 11031 7466
13639 16795 29822
23925 18785 22456
7665 16722 28592
3909 28106 20017
3553 25574 23880
8712 18422 29170
16600 15385 28749
15735 7829 11113
7146 841 27820
23473 22416 7230
7273 8640 9522
4048 8918 24358
26330 14178 2009
15382 15121 29406
8628 2714 25458
29027 19082 26811
10455 24813 3249
6956 18914 25654
16341 5613 16587
12853 21477 20123
19173 3466 19280
11275 5678 19590
15391 1059 10663
25049 27608 14669
28473 17711 15091
20404 13196 24935
11307 20873 1361
27862 14999 13526
19914 6721 28818
2667 10453 21193
25781 5862 7911
2695 8680 26716
20563 16238 5281
20288 3788 24573
4437 18312 14018
13828 23222 21383
15614 23011 25380
23536 1275 17951
14114 29795 19801
2495 22181 21844
11918 29524 18375
5595 9184 7625
25879 12206 7171
27076 27654 884
11529 27544 24520
9589 26809 7069
18456 9458 24225
24463 4098 16934
6164 6713 411
11815 16657 14096
7682 29142 21769
13904 12859 13681
5137 13846 18392
15338 18492 12175
10443 27184 20990
24713 4541 6276
9083 28699 22690
6026 7461 26314
25675 22524 5592
16788 8995 20595
23305 7910 1612
24577 5987 14721
11687 29638 2035
9392 19990 12713
26132 25761 17093
2789 8788 28354
9041 9235 7002
9318 2281 25406
192 14465 14433
28651 26999 2060
22880 25632 26405
646 20141 14328
17855 13952 26361
5415 23763 7340
18801 6087 10225
3119 6620 6883
28351 15850 271
2244 21798 23359
13763 10327 4415
18498 6544 27997
17230 1450 24
15600 11858 28664
5796 18996 22434
14833 8671 3127
29527 28621 29455
10189 22449 14637
23523 15943 4141
28291 1080 2079
3737 6672 25729
14873 8904 22465
11133 9701 6053
8737 18702 14496
6489 17055 18635
28739 25929 29663
22912 21404 29520
3129 28063 27156
19279 2131 23795
22200 27366 14315
9656 13691 27256
22984 10709 26360
21324 6437 8182
17220 13747 23292
5094 15271 9652
24391 17839 15818
27427 11796 16147
12275 17860 5115
21569 27034 20051
5650 13890 22656
27539 14120 12994
2908 15790 26681
24634 11330 16307
14968 14649 28469
13209 17087 25182
2051 6348 1309
3467 27032 9563
21091 25555 16006
17501 23303 370
28822 23210 2077
24457 1960 13377
17063 20676 25854
5501 17998 21285
1763 26731 22732
27377 25127 22844
8067 23764 21219
20043 19201 12778
18579 12161 9765
18877 9555 8067
11349 18226 2772
14907 2143 2195
17926 4569 29290
1659 10523 9328
16239 15774 21707
18920 8226 26906
19814 4950 13447
408 25839 18352
6846 4690 918
28501 15193 20836
10456 26550 7806
18711 23724 22439
26025 26693 10774
15597 18227 9818
27868 21889 15477
12381 25879 29878
13409 223 4936
18511 6592 5991
20731 8991 21035
5688 10498 18465
18104 8071 18254
26059 16892 7140
19331 23405 13610
14409 14744 25009
23895 25101 11249
18310 9051 13852
4112 8070 9751
29235 1335 26977
28617 4939 29300
14464 19228 13943
21261 5186 29158
18271 13508 19407
17122 18952 15690
17728 14299 14889
27038 19200 14044
29939 5095 24550
5110 10871 2162
10710 2072 13587
17268 15054 12075
17005 2852 28910
15359 29032 17920
14197 18383 19713
8564 29690 27140
8768 4551 3905
20991 1592 11740
16370 21263 17881
2201 2208 28244
12826 1577 4536
28437 25609 18406
17093 7756 22819
27182 6241 27704
24144 4434 19745
8415 8852 13088
26679 2381 5907
5600 10807 6967
22688 17992 23023
2141 15070 5446
21671 13901 18826
16763 5653 1409
16224 7715 25936
6921 13356 28698
28546 19818 5217
25019 2119 15524
11051 20405 3217
18262 7782 8722
24783 19124 16956
27290 16563 3008
4341 13497 22492
13648 24156 2764
29979 9589 21047
22532 29259 13498
6341 20151 25725
15298 13447 23148
13436 7247 3582
24075 729 28985
20448 17183 18085
28045 1205 13405
10112 26441 10656
22331 1261 18888
12939 11189 21560
25319 11758 14144
3177 4085 25510
10552 23071 931
3649 8832 7596
29209 21595 10831
8093 16044 11423
19158 2151 19515
24972 2131 11408
4870 22165 1508
19276 11858 24910
12893 17846 3214
22991 26330 1440
28760 1594 14578
16167 4431 16895
29745 14471 26187
24325 10279 13789
8381 1628 9377
9299 24692 9739
27252 1275 17075
20652 23387 21768
9319 26774 9107
9749 995 7701
19720 13975 13869
4541 19527 26823
3758 21013 1867
12977 1304 10536
23483 14930 28158
7765 21493 2766
17368 5510 15673
18367 9166 4816
1238 3176 1160
29002 18942 23881
19814 4384 22393
15759 10072 10376
14771 21967 29261
27845 4696 4564
21906 10614 10698
29715 25247 18228
9930 11991 3702
10296 22678 15501
8615 23144 8136
15510 10328 11911
1699 14952 25350
29272 24549 17940
6855 21405 21143
5455 20063 7012
27913 29842 4154
787 28675 15083
13413 16940 25103
11048 19371 22998
26279 22906 18867
29460 25654 21017
7348 24950 20416
16814 7289 27069
3166 22729 8287
26300 12560 11804
29617 15520 14144
29951 974 17039
5223 13226 24033
4544 22592 16337
25637 15063 2380
27437 22911 4195
17488 25079 3870
27432 7774 23858
13725 1272 15710
1976 6430 26008
14273 10975 11116
298 10482 465
1150 25071 8668
4804 29437 24630
15860 19499 7247
22393 17556 25916
9151 25311 3662
9403 23762 23076
25442 10818 350
7984 9013 20641
13308 27345 18803
15062 28956 25103
29711 20215 26967
9370 23075 25698
28003 18903 17237
12039 29210 5249
24050 24070 27766
9046 27110 21405
6906 4314 14982
19960 18543 16412
27987 21645 13168
13433 12586 10882
27990 19068 2925
2976 6944 17022
11248 12327 17127
28028 2792 27460
27 17200 4751
28022 10522 2019
1612 11411 5557
3305 25516 1602
11640 8142 21123
26953 22671 11046
9601 26777 10760
11494 29878 23280
3599 2234 17490
1047 13671 20954
29606 836 17513
10767 20855 4041
17449 23334 12559
16725 10814 24581
15958 18693 27341
18031 26319 16005
9503 23154 22239
74 23748 19650
24622 24929 29457
25523 19099 1568
18380 18547 1846
10108 24698 29560
10802 5183 29351
27688 25607 26706
15150 4983 24219
13319 11515 24843
9322 15821 10879
29257 5075 9416
24175 13126 9746
29838 4145 20409
3226 23709 27110
760 7667 19866
2248 22008 7245
20931 23626 27330
8807 7139 3684
15279 28393 22890
346 18223 13951
23721 27458 27514
4632 28900 3940
8735 13748 12063
24107 17948 5653
10086 27987 20864
11641 10897 26854
17618 606 24104
8491 18029 21243
8631 22608 16812
18065 11725 23397
2325 19119 22337
17854 1707 28160
21464 177 3955
4568 8831 329
3070 12366 5134
13600 28006 23778
16947 2062 5919
1383 18313 62
3609 4598 9399
17399 12303 4165
24608 29055 19888
18644 13467 10419
3090 22404 14360
8243 7509 16228
25341 13712 20559
15916 3029 8941
11731 21643 1839
8319 22829 26002
21052 8038 29690
3768 2833 9816
15851 23894 10747
22520 20532 16482
15303 13994 6570
21615 16119 10923
25699 17544 12977
15214 23432 22608
9317 26267 3575
15337 6807 2224
665 10702 24063
19543 6811 1806
23210 19891 21576
13473 15202 3609
14478 4368 23352
27169 8646 1434
26664 17810 28722
337 16595 8635
21236 6312 10021
28818 15526 29113
718 15876 8322
6076 12289 23912
3479 13816 18454
2096 29113 24357
25746 183 18300
14285 12741 13713
1253 21196 20575
7412 17725 13718
14479 21777 19466
13424 8434 26594
1533 21007 3814
5362 29936 26847
27196 28452 5676
12784 3868 951
14736 7345 8603
3184 14746 23817
9591 19936 25271
7344 3013 21984
6698 7275 16847
3623 9776 26785
12701 19308 25380
19396 20030 8906
14536 27518 17153
15773 21244 5776
7976 2435 27161
18799 29868 2775
885 6634 2744
16469 3639 27490
15463 21195 9780
12208 23750 6580
29807 8477 28853
18946 3813 13017
5690 15606 18431
13713 4671 20839
25317 28877 15497
26097 24539 20838
22023 8851 4743
1968 2668 7662
8536 8393 10249
26078 24782 22208
21819 7295 7411
6532 15670 27367
13671 25275 8226
11968 25629 27794
1042 22412 9296
25144 4932 9485
1194 16868 431
27028 282 23368
28906 942 6643
9677 11856 7576
7406 29857 7398
11153 17637 27250
8340 3277 29664
6719 14726 28012
28033 20347 15155
11498 27431 8364
17928 13908 23529
21644 2938 6886
10682 6189 5330
18020 23827 6472
13856 12539 18792
24052 23871 1333
6410 9914 11689
203 22341 14970
22458 17254 26132
15744 17293 11102
938 14050 18804
15555 13829 16315
26968 5093 13309
2212 13365 29582
3752 10249 29532
15304 27606 4356
23155 25309 12095
19373 652 7526
9234 6635 2454
20997 22038 13362
17974 27910 18755
1405 12777 6654
28760 8179 1785
27292 16224 1160
2687 26330 24327
12773 23565 23802
12281 12140 17926
18845 2654 284
4976 28204 25875
23283 29989 4718
15979 25190 9313
23032 13799 6525
12870 7129 24993
15953 8859 10026
9758 29227 3981
27077 29657 21487
29381 11872 26676
20295 19800 14150
10998 14723 12750
29447 22781 13689
27854 13480 16362
20863 19995 3961
14883 26749 28530
26652 2247 22226
3199 14848 24418
19608 17888 1258
25737 1319 21970
22597 19015 9959
27268 1298 18531
23745 17851 20186
21548 14452 28605
2174 19794 12112
18514 16844 23492
8411 5230 23432
10608 29072 20544
28749 5774 6593
22322 25285 20827
2614 17885 4639
10882 18821 20787
23805 17234 25120
26334 25014 1824
13133 8900 24258
7294 10696 25592
5468 28719 7121
2203 10158 23013
1971 167 24124
28743 18506 1017
27239 21822 27566
20266 14583 2701
21660 19861 29545
11440 11732 15376
11525 22649 23458
22313 28769 11163
9352 24818 27880
8862 22154 12154
21590 350 196
7560 27006 12806
21803 13103 7540
28642 4189 22927
25792 1972 4366
6061 7438 6713
22452 25463 23964
12082 2036 15758
10420 28231 22669
11074 1910 28522
20689 13986 24538
18649 28095 4051
9923 15579 2245
21497 19923 19650
18766 3646 27008
18043 15439 8812
12668 5074 24133
28384 7364 20659
27439 666 28514
17046 24101 5249
23691 23627 22916
23387 8439 8230
28371 16353 2473
14349 24950 16329
22592 1013 7131
9198 155 19666
18954 26644 7925
13592 2884 19578
14980 29100 10813
14149 1056 26084
17944 13222 13474
23008 8659 10805
10669 1292 23538
4519 22885 14161
5653 2101 29409
9424 23253 18989
97 20692 8144
10658 21329 13634
22158 10171 2122
20084 28757 14788
989 2921 13330
13800 14300 9490
15985 3528 9364
15367 1258 3840
1844 10554 12909
2217 24347 4330
13250 12021 25811
13463 10286 13901
16540 22015 20342
16112 6315 11984
1538 6597 4394
16810 29605 5131
16369 6210 11839
17138 26576 16466
18952 1955 3633
26533 27637 16774
22491 3160 17134
22996 29606 4699
6610 21436 19198
19770 20829 29615
2040 8247 8189
9156 1496 7695
26393 13506 13032
27857 24937 18868
8998 9228 21339
13643 27202 3012
4744 15321 4892
4917 11281 2416
16838 6577 8456
29143 21962 25356
15130 18150 16759
5731 18644 17594
262 1282 17643
10760 13033 3475
26239 28475 13332
24556 6900 20284
4061 24501 8587
9230 19744 29604
20099 10568 25060
29325 28993 8863
15949 1705 26281
1460 25452 14608
3809 8075 4383
5857 17321 7650
14312 23506 6446
21446 27273 8837
12133 252 22066
20070 26492 20000
1665 23168 26725
16809 28714 13640
26720 17758 19751
18815 6106 18915
17016 4652 13059
2790 20508 25907
16503 19995 8868
5580 14612 2590
7514 8626 23576
15794 26618 17045
493 9516 8059
12144 29790 10419
27908 29281 16503
26096 7196 13242
18165 19602 26643
14450 20943 11431
25608 25556 4276
8126 6051 13111
6403 29802 10280
3460 23354 1423
22680 10188 22630
25027 9432 4147
22294 21347 8972
16780 24435 21154
28914 8876 16938
5690 2257 15853
6197 1565 10164
18687 16993 12553
14780 12144 15590
